emp_no,first_name,last_name,title,from_date,salary,id,count
10004,Chirstian,Koblick,Senior Engineer,1995-12-01,40054,3,13538
25692,Lein,Unno,Senior Staff,1995-12-01,40000,2885,12771
404074,Horward,Moehrke,Assistant Engineer,1995-12-01,58459,37378,251
490890,Fay,Conry,Senior Staff,1995-12-01,40000,53067,12771
493665,Weiyi,Zultner,Staff,1995-12-01,40000,53578,2012
435555,Along,Cairo,Staff,1995-11-30,82602,42987,2012
226581,Baoqiu,Nannarelli,Senior Engineer,1995-11-30,64324,23396,13538
86776,Palash,Danecki,Senior Staff,1995-11-30,45270,14260,12771
266000,Zhonghua,Brookman,Senior Staff,1995-11-30,42450,30472,12771
49053,Gila,Plumb,Senior Engineer,1995-11-30,40000,7198,13538
68170,Etsuo,Kavanagh,Senior Engineer,1995-11-30,60720,10741,13538
264281,Heather,Halloran,Senior Engineer,1995-11-29,65364,30146,13538
229469,Rosalie,Terkki,Senior Engineer,1995-11-29,40000,23881,13538
256461,Khedija,Muniz,Senior Staff,1995-11-29,76081,28666,12771
100386,Lubomir,Dulay,Engineer,1995-11-29,40000,16747,2696
421787,Yifei,Lunn,Senior Engineer,1995-11-29,47023,40595,13538
448563,Kensei,Terlouw,Assistant Engineer,1995-11-29,62694,45297,251
459811,Gopalakrishnan,Meszaros,Senior Engineer,1995-11-29,57579,47364,13538
240814,Filipp,Vieri,Senior Staff,1995-11-28,87448,25979,12771
13894,Ult,Schonegge,Engineer,1995-11-28,48958,688,2696
108822,Sachem,Senzako,Senior Engineer,1995-11-28,55122,18320,13538
102677,Huei,Karcich,Senior Engineer,1995-11-28,40000,17145,13538
98497,Jianhao,Cannata,Senior Engineer,1995-11-28,40000,16405,13538
58325,Kokou,Riexinger,Senior Engineer,1995-11-28,41626,8923,13538
255943,Gao,Cummings,Senior Engineer,1995-11-28,64673,28579,13538
214788,Sadun,Zschoche,Senior Engineer,1995-11-28,53892,21201,13538
276847,Salvador,Massonet,Staff,1995-11-28,61243,32413,2012
494759,Arlette,Thummel,Senior Staff,1995-11-28,64054,53768,12771
443838,Rimon,McClure,Senior Staff,1995-11-28,40000,44430,12771
212193,Kendra,Sadowski,Technique Leader,1995-11-27,40000,20767,1589
471065,Herbert,Stafford,Senior Staff,1995-11-27,72590,49375,12771
200959,Dhritiman,Speek,Senior Engineer,1995-11-27,40000,18713,13538
491278,Chanjung,Vesna,Engineer,1995-11-27,44310,53143,2696
403831,Arunas,Thimonier,Senior Staff,1995-11-27,40000,37330,12771
290337,Jaroslava,Soicher,Senior Staff,1995-11-27,55913,34859,12771
401279,Badri,Farris,Engineer,1995-11-27,53262,36909,2696
18770,Fei,Yurek,Senior Engineer,1995-11-27,55686,1549,13538
22720,Olivera,Gornas,Senior Staff,1995-11-26,52448,2274,12771
63086,Ibibia,Bratsberg,Senior Staff,1995-11-26,40000,9837,12771
473577,Bodo,Vesna,Senior Engineer,1995-11-26,56777,49870,13538
258256,Sahrah,Dayang,Senior Engineer,1995-11-26,62652,28995,13538
465885,Gian,Randt,Senior Engineer,1995-11-26,46027,48481,13538
284459,Souichi,Waeselynck,Senior Engineer,1995-11-26,53462,33782,13538
255467,Hugh,Geffroy,Senior Staff,1995-11-26,69154,28502,12771
235482,Babette,Poulakidas,Senior Staff,1995-11-26,65625,25014,12771
20693,Yefim,Flasterstein,Senior Engineer,1995-11-26,40000,1932,13538
267244,Sadegh,Reistad,Senior Engineer,1995-11-26,64882,30684,13538
287878,Masoud,Gihr,Senior Engineer,1995-11-26,40000,34445,13538
404046,Tayeb,Lorch,Staff,1995-11-26,55568,37371,2012
45092,Francesca,Chandrasekhar,Staff,1995-11-25,63645,6445,2012
78755,Emran,Christianini,Staff,1995-11-25,49686,12722,2012
60246,Honesty,Fraisse,Senior Staff,1995-11-25,59604,9307,12771
296167,Weijing,Denis,Senior Staff,1995-11-25,58961,35911,12771
22136,Naftali,Thiran,Senior Staff,1995-11-25,69488,2179,12771
77988,Tze,Gyimothy,Senior Engineer,1995-11-25,40000,12579,13538
220143,Fei,Mungall,Senior Engineer,1995-11-25,48015,22188,13538
53391,Fayez,Stroustrup,Senior Staff,1995-11-25,71880,7989,12771
107901,Munir,Honiden,Senior Staff,1995-11-25,65097,18165,12771
268698,Hercules,Streng,Senior Staff,1995-11-25,40000,30915,12771
435199,Pranay,Butterworth,Engineer,1995-11-24,51720,42946,2696
415539,Luerbio,Collette,Senior Staff,1995-11-24,48216,39486,12771
417462,Yagil,Emmart,Senior Engineer,1995-11-24,64352,39829,13538
96276,Luisa,Wossner,Senior Staff,1995-11-23,40000,16017,12771
491807,Halsur,Tchuente,Engineer,1995-11-23,60821,53244,2696
33996,Subbu,Olivero,Senior Staff,1995-11-23,40000,4438,12771
297594,Atreye,Picht,Senior Staff,1995-11-23,58729,36212,12771
236168,Kyoichi,Hopewell,Senior Engineer,1995-11-23,50730,25131,13538
403339,Yahiko,Reinhart,Senior Engineer,1995-11-23,40000,37249,13538
264247,Herbert,Rotem,Senior Engineer,1995-11-23,45138,30140,13538
32919,Lenore,Schaad,Senior Staff,1995-11-23,40000,4259,12771
233520,Magdalena,Ghazalie,Senior Staff,1995-11-23,82880,24624,12771
222173,Feiyu,Esteva,Senior Engineer,1995-11-23,40000,22582,13538
457683,Janalee,Zultner,Senior Staff,1995-11-23,40000,46951,12771
47022,Mostafa,Terlouw,Staff,1995-11-23,40000,6811,2012
22910,Shawna,Cummings,Staff,1995-11-23,72381,2326,2012
447765,Arie,Chachaty,Senior Staff,1995-11-23,54472,45162,12771
68679,Takahiro,Dredge,Staff,1995-11-22,40000,10808,2012
243766,Xinyu,Oppitz,Engineer,1995-11-22,50444,26450,2696
476819,Jianhao,Pehl,Senior Engineer,1995-11-22,49333,50473,13538
265582,Vitaly,Isard,Engineer,1995-11-22,70037,30396,2696
213508,Somnath,Binding,Senior Engineer,1995-11-22,71099,20988,13538
210876,Wayne,Yamaashi,Senior Staff,1995-11-21,40000,20554,12771
487792,Nevio,Suessmith,Senior Engineer,1995-11-21,52433,52514,13538
207580,Parto,Harbusch,Staff,1995-11-21,56939,19903,2012
467771,Breannda,Schaad,Senior Staff,1995-11-20,64014,48805,12771
417674,Felicidad,Felcyn,Senior Staff,1995-11-20,62473,39877,12771
463556,Monique,Emmart,Senior Staff,1995-11-20,40000,48071,12771
286450,Basem,Fadgyas,Staff,1995-11-20,40000,34174,2012
470531,Willard,Makrucki,Senior Staff,1995-11-20,40000,49281,12771
44883,Kagan,Cichocki,Senior Engineer,1995-11-20,55765,6401,13538
36870,Jianhao,Luff,Senior Engineer,1995-11-20,40000,4934,13538
48127,Barna,Thisen,Senior Engineer,1995-11-20,63208,7018,13538
239653,Elrique,Emmart,Senior Staff,1995-11-20,53138,25778,12771
29495,Mizuhito,Morrey,Senior Staff,1995-11-19,70970,3612,12771
72866,Sverrir,Zumaque,Senior Staff,1995-11-19,79179,11542,12771
59566,Vugranam,Krybus,Engineer,1995-11-19,51673,9184,2696
462737,Yuguang,Szemeredi,Senior Engineer,1995-11-19,47647,47903,13538
232220,Zengping,Hettesheimer,Senior Engineer,1995-11-19,73191,24387,13538
22226,Bangqing,Vigier,Senior Staff,1995-11-19,43408,2195,12771
470297,Jaewon,Peha,Engineer,1995-11-19,40000,49245,2696
225711,Vasiliy,Steinauer,Engineer,1995-11-19,46542,23239,2696
45327,Khedija,Karner,Staff,1995-11-19,40000,6502,2012
469160,Shan,Haldar,Senior Staff,1995-11-18,56768,49049,12771
434262,Kerryn,Peir,Senior Staff,1995-11-18,55038,42798,12771
22917,Adas,Pfau,Senior Engineer,1995-11-18,47460,2328,13538
468950,Jovan,Mundy,Senior Engineer,1995-11-18,60639,49024,13538
214665,Mana,Eickenmeyer,Assistant Engineer,1995-11-18,44406,21170,251
405451,Ipke,Daescu,Senior Staff,1995-11-18,57855,37643,12771
252410,Sukumar,Fujisawa,Senior Engineer,1995-11-18,40000,27948,13538
48799,Frederique,Giarratana,Senior Engineer,1995-11-18,48572,7153,13538
459623,Marjo,Camarinopoulos,Senior Engineer,1995-11-18,56917,47324,13538
259679,Jiong,Ishibashi,Senior Engineer,1995-11-18,45190,29300,13538
87449,Golgen,Validov,Engineer,1995-11-18,58725,14409,2696
65162,Marko,Peot,Assistant Engineer,1995-11-18,40000,10173,251
293235,Heeju,Hatcliff,Senior Staff,1995-11-18,65552,35384,12771
483342,Jiakeng,Baik,Senior Engineer,1995-11-18,42932,51661,13538
11746,Koichi,Marrakchi,Senior Staff,1995-11-18,55951,304,12771
210678,Subbu,Asmuth,Senior Engineer,1995-11-18,59472,20522,13538
99937,Yannik,Himler,Senior Engineer,1995-11-17,40752,16664,13538
98038,Mack,Peron,Senior Engineer,1995-11-17,40000,16312,13538
251474,Anwar,Kolvik,Engineer,1995-11-17,64458,27778,2696
79114,Jessie,Baranowski,Engineer,1995-11-17,70617,12783,2696
212521,Duangkaew,Borstler,Senior Staff,1995-11-17,40000,20815,12771
287877,Duro,Trumbly,Senior Engineer,1995-11-17,40000,34443,13538
51688,Jovan,Comte,Engineer,1995-11-17,41763,7703,2696
30831,Arno,Kermarrec,Senior Staff,1995-11-17,65636,3863,12771
491099,Jovan,Iacovou,Senior Staff,1995-11-17,97289,53110,12771
451251,Anneli,Itschner,Senior Staff,1995-11-16,80158,45809,12771
495127,Niclas,Mukaidono,Senior Staff,1995-11-16,40000,53862,12771
251669,Subhrajyoti,Daescu,Senior Staff,1995-11-16,55298,27803,12771
272104,Paris,Koshino,Assistant Engineer,1995-11-16,57313,31542,251
231294,Sven,Brender,Senior Staff,1995-11-16,40000,24210,12771
251079,Munenori,Yamaashi,Senior Engineer,1995-11-16,40000,27718,13538
27910,Gil,Haumacher,Senior Engineer,1995-11-16,45887,3297,13538
10150,Zhenbing,Perng,Senior Engineer,1995-11-16,70122,36,13538
96122,Muzhong,Onuegbe,Senior Staff,1995-11-16,87889,15992,12771
35960,Adam,Danlos,Senior Staff,1995-11-16,52523,4773,12771
298177,Quingbo,Akaboshi,Senior Staff,1995-11-15,75057,36322,12771
108184,Kien,Merks,Senior Engineer,1995-11-15,55766,18227,13538
404097,Shigeu,Validov,Engineer,1995-11-15,48479,37383,2696
499357,Frederique,Hitomi,Senior Engineer,1995-11-15,40000,54613,13538
285534,Tran,Kulisch,Senior Staff,1995-11-15,40000,33996,12771
428103,Takanari,Khasidashvili,Senior Engineer,1995-11-15,54784,41750,13538
452232,Baziley,Masada,Staff,1995-11-15,92874,45965,2012
445391,Tesuro,Hopewell,Senior Staff,1995-11-15,79556,44733,12771
496990,Tooru,Busillo,Senior Staff,1995-11-14,69399,54194,12771
447092,Inderjeet,Lorho,Senior Staff,1995-11-14,94407,45060,12771
44459,Aluzio,Panienski,Senior Staff,1995-11-14,73162,6320,12771
210437,Aleksandar,Pettis,Senior Staff,1995-11-14,44194,20461,12771
207012,Masamitsu,Goodrum,Senior Engineer,1995-11-14,42705,19817,13538
496892,Moss,Holburn,Senior Engineer,1995-11-14,44462,54186,13538
406888,Oddvar,Warwick,Senior Engineer,1995-11-14,40000,37935,13538
58773,Geoffry,Yavatkar,Engineer,1995-11-14,40000,9028,2696
241548,Evgueni,Crouzet,Senior Engineer,1995-11-13,41193,26062,13538
417438,Boutros,Veldwijk,Engineer,1995-11-13,53060,39819,2696
58516,Xianlong,Knightly,Senior Staff,1995-11-13,70580,8971,12771
39880,Turgut,Karunanithi,Senior Staff,1995-11-13,79958,5507,12771
249607,Yongqiao,Mahnke,Senior Engineer,1995-11-13,40974,27447,13538
465818,Eben,Rosiles,Senior Engineer,1995-11-13,40000,48465,13538
439792,Chenyi,Molenaar,Staff,1995-11-13,40000,43759,2012
445703,Badri,Murtha,Senior Staff,1995-11-13,81186,44806,12771
464051,Horward,Worfolk,Senior Staff,1995-11-13,69311,48172,12771
476290,Roded,Junot,Senior Staff,1995-11-13,40000,50390,12771
483472,Gita,Pesch,Senior Staff,1995-11-12,95637,51694,12771
203488,Stevo,Rosenbaum,Senior Staff,1995-11-12,46003,19198,12771
38707,Constantine,Hitomi,Senior Staff,1995-11-12,72764,5302,12771
481222,Zhiwei,Wrigley,Senior Engineer,1995-11-12,40000,51247,13538
484482,Vishv,Improta,Senior Engineer,1995-11-12,40000,51889,13538
19192,Yinlin,Schusler,Senior Engineer,1995-11-12,56767,1641,13538
408324,Shigehito,Argence,Senior Staff,1995-11-12,65242,38233,12771
251739,Zhiguo,Lichtner,Senior Engineer,1995-11-12,45156,27821,13538
285429,Amabile,Kavvadias,Senior Engineer,1995-11-12,40000,33980,13538
79834,Guiseppe,Wuwongse,Senior Staff,1995-11-12,68288,12904,12771
85195,Jiafu,Quadeer,Senior Staff,1995-11-12,79069,13940,12771
82992,Jixiang,Marwedel,Senior Engineer,1995-11-12,67811,13525,13538
50672,Shen,Greenaway,Senior Engineer,1995-11-12,40000,7509,13538
95549,Arun,Sooriamurthi,Senior Staff,1995-11-12,64973,15886,12771
87091,Sashi,Hiraishi,Senior Staff,1995-11-12,62431,14332,12771
448808,Yannik,Adachi,Senior Engineer,1995-11-12,47125,45345,13538
460938,Foong,Koblitz,Engineer,1995-11-12,47224,47559,2696
414973,Fei,Gips,Senior Staff,1995-11-11,87205,39390,12771
268312,Tsvetan,Kaiser,Engineer,1995-11-11,97585,30857,2696
412884,Nathan,Selenyi,Senior Engineer,1995-11-11,40000,39017,13538
209183,Susanne,Huttel,Senior Engineer,1995-11-11,40000,20210,13538
248092,Macha,Marzano,Senior Staff,1995-11-11,70442,27191,12771
99443,Zita,Woycyznski,Senior Staff,1995-11-11,57383,16569,12771
438944,Florian,Anick,Senior Staff,1995-11-11,73694,43613,12771
473740,Yaghout,Gladwell,Senior Staff,1995-11-10,40000,49898,12771
269583,Mori,Mattern,Staff,1995-11-10,49398,31095,2012
452785,Honglan,Cusworth,Engineer,1995-11-10,47821,46073,2696
233431,Jingling,Flowers,Senior Staff,1995-11-10,49460,24605,12771
16808,Kiyokazu,Katiyar,Senior Staff,1995-11-10,87215,1224,12771
82110,Vugranam,Gecsel,Senior Staff,1995-11-10,48328,13347,12771
260981,Reuven,Ermel,Senior Staff,1995-11-10,72561,29521,12771
229810,Katsuo,Attimonelli,Senior Engineer,1995-11-10,65624,23933,13538
48970,Kazuhito,Collette,Senior Staff,1995-11-10,83805,7178,12771
63576,Cheong,Awdeh,Senior Staff,1995-11-10,56223,9929,12771
73035,Kensyu,Cummings,Senior Staff,1995-11-10,78429,11581,12771
450556,Douadi,Zolotykh,Engineer,1995-11-10,62561,45671,2696
223461,Manibrata,Kusalik,Senior Staff,1995-11-10,76441,22814,12771
25952,Zito,Kalloufi,Engineer,1995-11-10,64988,2941,2696
100960,Saniya,Candan,Senior Engineer,1995-11-09,49070,16845,13538
20450,Abdelwaheb,Binkley,Senior Engineer,1995-11-09,41934,1886,13538
69297,Fei,Range,Senior Engineer,1995-11-09,57158,10932,13538
411643,Kankanahalli,Billawala,Senior Staff,1995-11-09,72615,38790,12771
21994,Lech,Babb,Senior Staff,1995-11-09,53931,2153,12771
107019,Noritoshi,Majewski,Senior Staff,1995-11-09,81407,17998,12771
408228,Valeska,Rosen,Senior Engineer,1995-11-09,71173,38213,13538
29690,Eran,Fioravanti,Senior Staff,1995-11-09,90555,3649,12771
52986,Ugo,Beznosov,Senior Staff,1995-11-09,70532,7915,12771
33006,Saniya,Einsfeld,Staff,1995-11-09,64984,4279,2012
496583,Toshiki,Shinomoto,Senior Staff,1995-11-09,77805,54129,12771
446607,Urs,Hinsberger,Senior Staff,1995-11-09,60284,44979,12771
445306,Arvind,Taubman,Staff,1995-11-09,72915,44716,2012
456532,Lijia,Penz,Senior Staff,1995-11-09,56968,46742,12771
436848,Nitsan,Naudin,Senior Staff,1995-11-08,46301,43231,12771
475692,Inderjeet,Crabtree,Engineer,1995-11-08,50693,50255,2696
50475,Paris,Hennebert,Senior Engineer,1995-11-08,49456,7477,13538
270810,Gonzalo,Braccini,Senior Staff,1995-11-08,56560,31320,12771
284099,Masali,Gluchowski,Senior Engineer,1995-11-08,45170,33712,13538
493448,Alper,Swist,Senior Engineer,1995-11-08,40000,53534,13538
53540,Khaled,Zockler,Engineer,1995-11-08,40000,8026,2696
290424,Foong,Karcich,Senior Engineer,1995-11-08,45211,34878,13538
247485,Mrinalini,Luby,Senior Staff,1995-11-08,56637,27067,12771
107292,Lokesh,Weiland,Senior Staff,1995-11-08,64509,18046,12771
437706,Shen,Swick,Engineer,1995-11-07,78536,43396,2696
463681,Gian,Kalefeld,Senior Engineer,1995-11-07,72716,48092,13538
280532,Gilbert,Jayawardene,Senior Engineer,1995-11-07,40000,33064,13538
243829,Seongbae,Thiria,Engineer,1995-11-07,63406,26470,2696
236105,Genevieve,Kleiser,Senior Engineer,1995-11-07,40000,25120,13538
441582,Munehiko,Schauser,Senior Engineer,1995-11-07,55552,44088,13538
490071,Claudi,Comte,Senior Engineer,1995-11-07,75526,52900,13538
267707,Tze,Giveon,Senior Engineer,1995-11-07,40000,30768,13538
90147,Tomokazu,Plump,Staff,1995-11-07,40000,14907,2012
87306,Mabhin,Speckmann,Staff,1995-11-07,40000,14381,2012
487749,Unal,Comte,Senior Staff,1995-11-06,59116,52506,12771
65448,Menkae,Benzaken,Staff,1995-11-06,80004,10223,2012
294995,Sumali,Iacovou,Senior Engineer,1995-11-06,59554,35716,13538
451858,Moon,Mateescu,Senior Engineer,1995-11-06,54365,45904,13538
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,67069,512,13538
21321,Laurentiu,Raney,Senior Engineer,1995-11-06,58022,2025,13538
85692,Marin,Petersohn,Senior Engineer,1995-11-06,45545,14051,13538
100698,Gino,Atrawala,Senior Staff,1995-11-06,45457,16805,12771
219236,Jinya,Onuegbe,Senior Engineer,1995-11-06,40000,22019,13538
299588,Kwun,Bazzichi,Engineer,1995-11-06,58572,36600,2696
29527,Adamantios,Oaver,Senior Staff,1995-11-06,58827,3627,12771
40057,Ghassan,Kalloufi,Senior Staff,1995-11-06,76287,5562,12771
272230,Kwangsub,Peternell,Senior Engineer,1995-11-06,40000,31563,13538
413162,Turgut,Merks,Senior Engineer,1995-11-06,60139,39075,13538
210129,Aamer,Frijda,Senior Engineer,1995-11-06,40000,20378,13538
45002,Leif,Klyachko,Senior Engineer,1995-11-06,40000,6428,13538
226099,Malu,Chandrasekhar,Senior Staff,1995-11-06,52718,23318,12771
60807,Parke,Angel,Senior Engineer,1995-11-06,49204,9411,13538
434274,Turgut,Katalagarianos,Senior Engineer,1995-11-05,40000,42802,13538
107895,Toshimitsu,Pappas,Senior Staff,1995-11-05,40000,18163,12771
251002,Aksel,Belinskaya,Senior Staff,1995-11-05,51774,27703,12771
210575,Oscar,Lung,Senior Staff,1995-11-05,67936,20497,12771
56298,Gro,Peir,Senior Engineer,1995-11-05,64827,8508,13538
33628,Macha,Ritcey,Senior Engineer,1995-11-05,44804,4382,13538
470116,Xiaocheng,Anily,Senior Engineer,1995-11-05,40000,49225,13538
232089,Yoshimitsu,Czaja,Senior Engineer,1995-11-04,40000,24366,13538
258521,Felicidad,Pintelas,Senior Staff,1995-11-04,93070,29046,12771
278083,Georg,Pollock,Senior Engineer,1995-11-04,47922,32618,13538
258963,Clyde,Riexinger,Senior Staff,1995-11-04,54239,29148,12771
462368,Bodo,Tsukune,Senior Engineer,1995-11-04,40000,47847,13538
260246,Alagu,Birta,Staff,1995-11-04,40000,29403,2012
400565,Mark,Rusterholz,Staff,1995-11-04,61745,36782,2012
75435,Maria,Veccia,Technique Leader,1995-11-04,44486,12050,1589
430101,Dekang,Veeraraghavan,Senior Staff,1995-11-03,46824,42050,12771
439630,Ymte,Busillo,Senior Staff,1995-11-03,79638,43735,12771
236050,Yoshinari,Marchesini,Senior Engineer,1995-11-03,64245,25113,13538
58366,Akeel,Schnabel,Senior Engineer,1995-11-03,66579,8934,13538
262709,Parto,Cmelik,Senior Staff,1995-11-03,62180,29840,12771
258869,Valeska,Billawala,Senior Engineer,1995-11-03,40000,29128,13538
27711,Leaf,Goodrum,Engineer,1995-11-03,61350,3254,2696
88770,Jaroslava,Mukaidono,Senior Staff,1995-11-03,40000,14650,12771
202432,Aloys,Heering,Engineer,1995-11-03,56095,18994,2696
462933,Randy,Hemaspaandra,Senior Engineer,1995-11-03,55791,47951,13538
419717,Rosalie,Tsunoo,Senior Engineer,1995-11-03,44601,40226,13538
282893,Shugo,Azevdeo,Senior Staff,1995-11-02,40000,33481,12771
225492,Guangming,Deville,Senior Staff,1995-11-02,40000,23188,12771
486879,Duangkaew,Ligten,Assistant Engineer,1995-11-02,55040,52338,251
27856,Lokesh,Holburn,Senior Engineer,1995-11-02,40000,3286,13538
39658,Cullen,Flexer,Engineer,1995-11-02,40000,5464,2696
258627,Maris,Cools,Senior Staff,1995-11-02,70007,29073,12771
11864,Pradeep,Kriebel,Staff,1995-11-02,52517,324,2012
473800,Herb,Lakshmanan,Staff,1995-11-01,77852,49906,2012
449784,Kersti,Zwicker,Senior Engineer,1995-11-01,40000,45534,13538
26808,Jeanne,DuCasse,Senior Staff,1995-11-01,86652,3085,12771
31167,Constantijn,Reinhard,Senior Engineer,1995-11-01,40000,3918,13538
46339,Stepehn,Linares,Senior Staff,1995-11-01,56890,6692,12771
482207,Satyanarayana,Perl,Senior Engineer,1995-11-01,40000,51437,13538
202163,Fayez,Dayana,Senior Staff,1995-11-01,42545,18932,12771
75020,Lidong,Cannard,Senior Staff,1995-11-01,40000,11964,12771
226814,Zhenbing,Pollock,Senior Engineer,1995-10-31,46745,23444,13538
212883,Denis,Hedayat,Senior Staff,1995-10-31,46739,20876,12771
442054,Sachar,Vendrig,Engineer,1995-10-31,41470,44148,2696
295439,Makato,Fadgyas,Senior Staff,1995-10-31,84737,35782,12771
61589,Chuanti,Demke,Senior Engineer,1995-10-31,57452,9558,13538
64344,Hyuncheol,Karnin,Senior Engineer,1995-10-31,44886,10041,13538
485681,Fen,Flowers,Senior Engineer,1995-10-31,52541,52102,13538
442947,Houman,Brattka,Senior Staff,1995-10-31,59321,44287,12771
39712,Chirstian,Muchinsky,Senior Staff,1995-10-30,75967,5471,12771
449485,Along,Murtafg,Senior Engineer,1995-10-30,49000,45475,13538
76562,Renee,Basart,Senior Staff,1995-10-30,65292,12266,12771
442455,Youngkon,Gihr,Senior Engineer,1995-10-30,62540,44204,13538
281288,Nikolaos,Menyhert,Senior Staff,1995-10-30,40000,33205,12771
293281,Denny,Whittlesey,Engineer,1995-10-30,67003,35393,2696
438084,Bangqing,Kemmerer,Senior Engineer,1995-10-30,40000,43441,13538
467360,Bodh,Garnier,Senior Engineer,1995-10-30,40000,48718,13538
88821,Shen,Gihr,Senior Engineer,1995-10-30,67179,14668,13538
406819,Anestis,Itzigehl,Senior Engineer,1995-10-30,45236,37921,13538
222079,Bojan,Streng,Senior Engineer,1995-10-29,40000,22554,13538
20170,Emdad,Himler,Senior Staff,1995-10-29,85953,1841,12771
295874,Gina,Pocchiola,Senior Staff,1995-10-29,54755,35869,12771
77898,Yuchang,Christianini,Senior Engineer,1995-10-29,62620,12556,13538
261738,Radhia,Velardi,Engineer,1995-10-29,60861,29677,2696
225871,Ronghao,Kavraki,Senior Staff,1995-10-29,59319,23261,12771
482654,Lokesh,Iisaka,Senior Engineer,1995-10-29,40000,51527,13538
497184,Masali,Salverda,Senior Engineer,1995-10-29,40000,54233,13538
59250,Toong,Arlazarov,Technique Leader,1995-10-29,49242,9120,1589
420363,Seongbae,Garrabrants,Senior Staff,1995-10-29,51263,40349,12771
476166,Subhada,Quittner,Senior Staff,1995-10-29,102411,50368,12771
466264,Bingning,Ramsak,Senior Staff,1995-10-29,40000,48550,12771
438930,Luerbio,Murtagh,Senior Engineer,1995-10-28,53082,43604,13538
53324,Vincent,Speckmann,Senior Engineer,1995-10-28,40000,7979,13538
247963,Charlene,Back,Senior Engineer,1995-10-28,40000,27159,13538
402776,Tamiya,Uhrik,Senior Engineer,1995-10-28,40000,37173,13538
248686,Danil,Awdeh,Senior Staff,1995-10-27,40000,27285,12771
292612,Lihong,Katalagarianos,Engineer,1995-10-27,46719,35294,2696
63331,Changho,Fadgyas,Engineer,1995-10-27,65406,9880,2696
232564,Vishu,Trachtenberg,Senior Engineer,1995-10-27,83949,24443,13538
472518,Mong,Swift,Senior Engineer,1995-10-27,63556,49687,13538
402670,Demos,Lorys,Senior Engineer,1995-10-27,40000,37148,13538
220877,Baruch,Christ,Engineer,1995-10-27,46313,22314,2696
229069,Lucian,Crelier,Senior Engineer,1995-10-27,61545,23810,13538
205728,Hatem,Marquardt,Staff,1995-10-27,50503,19593,2012
428198,Behnaam,Thibadeau,Senior Staff,1995-10-26,96792,41767,12771
464144,Mostafa,Ashish,Senior Staff,1995-10-26,40000,48184,12771
201524,Felicidad,Flasterstein,Senior Engineer,1995-10-26,44027,18822,13538
270966,Hongzue,Heering,Senior Staff,1995-10-26,54562,31347,12771
286004,Sachem,Schiper,Engineer,1995-10-26,51290,34088,2696
288223,Francesca,Nollmann,Senior Engineer,1995-10-26,64539,34506,13538
19882,Thanasis,Demri,Senior Staff,1995-10-26,40000,1781,12771
407451,Sorina,Ponthieu,Engineer,1995-10-26,40000,38051,2696
480771,Jasminko,Iwayama,Senior Engineer,1995-10-26,40000,51153,13538
32468,Rafols,Masamoto,Senior Staff,1995-10-26,81351,4179,12771
11268,Aimee,Petersohn,Senior Engineer,1995-10-25,40000,219,13538
238149,Adib,Rothe,Senior Engineer,1995-10-25,42785,25491,13538
219370,Khedija,Nergos,Senior Engineer,1995-10-25,52077,22038,13538
98458,Oguz,Pollock,Senior Engineer,1995-10-25,47360,16398,13538
415093,Shigeu,Juneja,Senior Engineer,1995-10-25,40000,39411,13538
287238,Yoshimitsu,Nooteboom,Senior Engineer,1995-10-25,40000,34325,13538
46484,Neelam,Rabehasaina,Senior Staff,1995-10-25,59795,6718,12771
406806,Shichao,Plavsic,Engineer,1995-10-25,46003,37919,2696
423388,Hiroyasu,Byoun,Staff,1995-10-25,69186,40875,2012
415773,Martien,Hartvigsen,Senior Staff,1995-10-25,94814,39531,12771
489349,Foong,Schapire,Senior Staff,1995-10-25,75443,52766,12771
493155,Jaber,Henders,Senior Staff,1995-10-25,47962,53480,12771
491850,Marsal,Lunt,Senior Staff,1995-10-24,69635,53251,12771
450623,Mostafa,Schiper,Senior Staff,1995-10-24,57319,45686,12771
244117,Dung,Chiodo,Senior Engineer,1995-10-24,48524,26514,13538
206277,Candida,Toyoshima,Senior Staff,1995-10-24,59339,19708,12771
422566,Adly,Erva,Engineer,1995-10-24,40299,40747,2696
214791,Mana,Ligten,Senior Engineer,1995-10-24,42838,21203,13538
58129,Chuanyi,Schnabel,Senior Staff,1995-10-24,44924,8890,12771
207701,Yuping,Lodder,Senior Engineer,1995-10-23,40000,19930,13538
229335,Hilary,Chinin,Senior Engineer,1995-10-23,69958,23852,13538
56157,Sajjad,Cannane,Senior Staff,1995-10-23,40000,8479,12771
230801,Giao,Engberts,Senior Staff,1995-10-23,102623,24099,12771
19984,Zhonghui,Taubenfeld,Senior Engineer,1995-10-23,63176,1801,13538
235317,Sorina,Gerteisen,Senior Staff,1995-10-23,79863,24978,12771
240135,Kwok,Gien,Senior Engineer,1995-10-23,41527,25866,13538
433481,Fumino,Rouquie,Engineer,1995-10-23,40000,42657,2696
277971,Lijie,Mansanne,Senior Staff,1995-10-23,40000,32587,12771
432859,Guther,Massonet,Senior Staff,1995-10-23,40000,42538,12771
499543,Juichirou,Kenevan,Senior Staff,1995-10-22,48968,54641,12771
477811,Shai,Whitcomb,Senior Staff,1995-10-22,69348,50661,12771
79369,Jianwen,Collette,Staff,1995-10-22,58015,12824,2012
476542,Huei,Tempesti,Senior Staff,1995-10-22,67315,50439,12771
